Salt,Temperature_C,Molality_molkg,Pressure_MPa,m_free_K,m_free_Cl,m_free_Na,m_free_Mg,m_free_SO4,m_free_NH4,m_free_Ca,m_pair_KSO4,m_pair_NaSO4,m_pair_MgSO4,I_eff,I_formal
K2SO4,25.0,0.02499,172.0,0.04662965659097971,0.0,0.0,0.0,0.021639591942593274,0.0,0.0,0.0033503418802512367,0.0,0.0,0.0682694617410858,0.07497
K2SO4,25.0,0.02499,243.0,0.046034543069620126,0.0,0.0,0.0,0.021044484407099533,0.0,0.0,0.00394545528624537,0.0,0.0,0.06707930756537564,0.07497
K2SO4,25.0,0.02499,259.9,0.04584971819946252,0.0,0.0,0.0,0.020859660829177264,0.0,0.0,0.004130280119771805,0.0,0.0,0.06670967650543687,0.07497
K2SO4,25.0,0.02499,285.9,0.04553098841342487,0.0,0.0,0.0,0.02054093296307575,0.0,0.0,0.004449009843070497,0.0,0.0,0.06607224678004239,0.07497
K2SO4,25.0,0.02499,308.7,0.04521585216932161,0.0,0.0,0.0,0.02022579835128001,0.0,0.0,0.00476414602597474,0.0,0.0,0.06544200163047724,0.07497
K2SO4,25.0,0.02499,353.0,0.04450333151982221,0.0,0.0,0.0,0.019513280794378016,0.0,0.0,0.005476666540565393,0.0,0.0,0.06401701679102652,0.07497
K2SO4,25.0,0.02499,416.2,0.04324496273798391,0.0,0.0,0.0,0.018254916406949803,0.0,0.0,0.006735035094469795,0.0,0.0,0.061500368124291875,0.07497
K2SO4,25.0,0.09842,0.1,0.17218517025545133,0.0,0.0,0.0,0.07376498515981161,0.0,0.0,0.02465482348268146,0.0,0.0,0.24595022682223602,0.29525999999999997
K2SO4,25.0,0.09842,58.3,0.17334587105092336,0.0,0.0,0.0,0.07492569378434255,0.0,0.0,0.023494123508382626,0.0,0.0,0.2482716717584121,0.29525999999999997
K2SO4,25.0,0.09842,105.5,0.17298883662952838,0.0,0.0,0.0,0.07456866636045277,0.0,0.0,0.023851158269048114,0.0,0.0,0.2475576444485762,0.29525999999999997
K2SO4,25.0,0.09842,136.8,0.17225312737059567,0.0,0.0,0.0,0.07383296199955944,0.0,0.0,0.024586867646450582,0.0,0.0,0.24608625657075997,0.29525999999999997
K2SO4,25.0,0.09842,163.3,0.17135412471834469,0.0,0.0,0.0,0.07293396364922963,0.0,0.0,0.025485870348117116,0.0,0.0,0.24428827915251028,0.29525999999999997
