Salt,Temperature_C,Molality_molkg,Pressure_MPa,m_free_K,m_free_Cl,m_free_Na,m_free_Mg,m_free_SO4,m_free_NH4,m_free_Ca,m_pair_KSO4,m_pair_NaSO4,m_pair_MgSO4,I_eff,I_formal
K2SO4,5.0,0.01061,0.1,0.020488307486552577,0.0,0.0,0.0,0.00987829502946938,0.0,0.0,0.0007316922956306178,0.0,0.0,0.030366648498422036,0.03183
K2SO4,5.0,0.1048,0.1,0.18235248050802572,0.0,0.0,0.0,0.07755243435020945,0.0,0.0,0.02724751760791864,0.0,0.0,0.25990495662606017,0.3144
K2SO4,5.0,0.2029,0.1,0.3287793198353827,0.0,0.0,0.0,0.12587925656103457,0.0,0.0,0.07702067663291404,0.0,0.0,0.4546586135233683,0.6087
K2SO4,5.0,0.4783,0.1,0.6661558875735688,0.0,0.0,0.0,0.18785580031115176,0.0,0.0,0.290444104407711,0.0,0.0,0.8540117164937179,1.4349
K2SO4,10.0,0.000102,0.1,0.00020385913983678638,0.0,0.0,0.0,0.00010185880773217009,0.0,0.0,1.4085703352976383e-07,0.0,0.0,0.00030577333338805974,0.000306
K2SO4,10.0,0.00105,0.1,0.0020876967150751744,0.0,0.0,0.0,0.0010376938280879941,0.0,0.0,1.2303253813109247e-05,0.0,0.0,0.0031254471915739125,0.00315
K2SO4,10.0,0.01061,0.1,0.020483324359912243,0.0,0.0,0.0,0.009873306839142231,0.0,0.0,0.0007366753437811163,0.0,0.0,0.03035668791158114,0.03183
K2SO4,10.0,0.1048,0.1,0.1819030442048991,0.0,0.0,0.0,0.07710298039976933,0.0,0.0,0.027696953150035775,0.0,0.0,0.2590060746918389,0.3144
K2SO4,10.0,0.2029,0.1,0.3277513064657417,0.0,0.0,0.0,0.12485121984756298,0.0,0.0,0.07804868853735056,0.0,0.0,0.4526025705605442,0.6087
K2SO4,10.0,0.4783,0.1,0.6645407856787545,0.0,0.0,0.0,0.18624066775872805,0.0,0.0,0.2920592029199333,0.0,0.0,0.8507814874661005,1.4349
K2SO4,25.0,0.000102,0.1,0.00020385479151031752,0.0,0.0,0.0,0.00010185388288406887,0.0,0.0,1.4520159996685384e-07,0.0,0.0,0.00030581081954126775,0.000306
K2SO4,25.0,0.00105,0.1,0.0020871568063217344,0.0,0.0,0.0,0.0010371489051891195,0.0,0.0,1.2843124143918709e-05,0.0,0.0,0.0031244087353376297,0.00315
K2SO4,25.0,0.01,0.1,0.01928483312249508,0.0,0.0,0.0,0.009284788256490503,0.0,0.0,0.0007151662150805183,0.0,0.0,0.028569719061570534,0.03
K2SO4,25.0,0.01,56.2,0.0193267210400661,0.0,0.0,0.0,0.009326682139834164,0.0,0.0,0.0006732783225313988,0.0,0.0,0.0286535355859973,0.03
K2SO4,25.0,0.01,108.8,0.019311966830508155,0.0,0.0,0.0,0.009311932079554563,0.0,0.0,0.0006880325240031427,0.0,0.0,0.02862406768281483,0.03
K2SO4,25.0,0.01,156.5,0.01926348212971311,0.0,0.0,0.0,0.009263450280580987,0.0,0.0,0.0007365171990598123,0.0,0.0,0.028527137702801825,0.03
K2SO4,25.0,0.01,209.6,0.019172259224743613,0.0,0.0,0.0,0.00917222992420439,0.0,0.0,0.0008277400585542849,0.0,0.0,0.02834473951000671,0.03
K2SO4,25.0,0.01,235.8,0.019112052586101252,0.0,0.0,0.0,0.009112024347139933,0.0,0.0,0.0008879466687803152,0.0,0.0,0.0282243513996412,0.03
K2SO4,25.0,0.01,261.0,0.019043875728042517,0.0,0.0,0.0,0.00904384841614724,0.0,0.0,0.0009561234959037564,0.0,0.0,0.028088023042253097,0.03
K2SO4,25.0,0.01,273.4,0.01900640252672524,0.0,0.0,0.0,0.009006375642434904,0.0,0.0,0.0009935966807121633,0.0,0.0,0.028013089556061736,0.03
K2SO4,25.0,0.01,303.7,0.018903155025918286,0.0,0.0,0.0,0.008903129121040817,0.0,0.0,0.0010968441376131008,0.0,0.0,0.02780662740119724,0.03
K2SO4,25.0,0.01,369.8,0.018613288817099213,0.0,0.0,0.0,0.008613264820551754,0.0,0.0,0.0013867102329631975,0.0,0.0,0.0272269734978909,0.03
K2SO4,25.0,0.01061,0.1,0.02043016718679539,0.0,0.0,0.0,0.009820120569327292,0.0,0.0,0.0007898321101485439,0.0,0.0,0.03025038514745141,0.03183
K2SO4,25.0,0.02499,0.1,0.046777489472282004,0.0,0.0,0.0,0.021787411747710726,0.0,0.0,0.0032025088673651816,0.0,0.0,0.06856499351747343,0.07497
K2SO4,25.0,0.02499,54.0,0.04695048615376978,0.0,0.0,0.0,0.021960416230318285,0.0,0.0,0.0030295122953488646,0.0,0.0,0.06891102969775892,0.07497
K2SO4,25.0,0.02499,106.7,0.04689626880947487,0.0,0.0,0.0,0.021906205147710123,0.0,0.0,0.0030837296596747258,0.0,0.0,0.06880263992034018,0.07497
K2SO4,25.0,0.02499,172.0,0.046596145338284316,0.0,0.0,0.0,0.021606087954504923,0.0,0.0,0.003383853079228967,0.0,0.0,0.06820245351097523,0.07497
