Salt,Source,Source_Type,Temperature_C,Pressure_MPa,Molality_molkg,Conductivity_mScm,Notes,Replicate,Mixture,Conductivity_Ratio
MgSO4,Larionov1984,experimental,49.85000000000002,686.5,0.01,2.317579,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,74.85000000000002,686.5,0.01,3.212253,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,99.85000000000002,686.5,0.01,4.138115,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,124.85000000000002,686.5,0.01,4.890597,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; density reuses 373K value (PlanetProfile EOS kluge)",,False,
MgSO4,Larionov1984,experimental,149.85000000000002,686.5,0.01,5.52567,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; density reuses 373K value (PlanetProfile EOS kluge)",,False,
MgSO4,Larionov1984,derived,-0.15,686.5,0.01,0.780236,"DERIVED, NOT MEASURED: 273K column manufactured as 0.525 x 298K value (Hand & Chyba 2007), per PlanetProfile. Exclude from model tests.",,False,
MgSO4,Larionov1984,experimental,24.850000000000023,784.6,0.01,1.395906,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,49.85000000000002,784.6,0.01,2.220536,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,74.85000000000002,784.6,0.01,3.101986,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; VALUE CORRECTED 229.9->299.9 (suspected transcription typo in PlanetProfile, both ports) - verify vs original paper",,False,
MgSO4,Larionov1984,experimental,99.85000000000002,784.6,0.01,4.014295,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,124.85000000000002,784.6,0.01,4.762108,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; density reuses 373K value (PlanetProfile EOS kluge)",,False,
MgSO4,Larionov1984,experimental,149.85000000000002,784.6,0.01,5.423512,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; density reuses 373K value (PlanetProfile EOS kluge)",,False,
MgSO4,Larionov1984,derived,-0.15,784.6,0.01,0.730226,"DERIVED, NOT MEASURED: 273K column manufactured as 0.525 x 298K value (Hand & Chyba 2007), per PlanetProfile. Exclude from model tests.",,False,
MgSO4,Larionov1984,experimental,24.850000000000023,0.1,0.005,1.171343,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,49.85000000000002,0.1,0.005,1.86174,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,74.85000000000002,0.1,0.005,2.819315,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,99.85000000000002,0.1,0.005,3.516772,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,124.85000000000002,0.1,0.005,4.196228,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; density reuses 373K value (PlanetProfile EOS kluge)",,False,
MgSO4,Larionov1984,experimental,149.85000000000002,0.1,0.005,4.630801,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; density reuses 373K value (PlanetProfile EOS kluge)",,False,
MgSO4,Larionov1984,derived,-0.15,0.1,0.005,0.613051,"DERIVED, NOT MEASURED: 273K column manufactured as 0.525 x 298K value (Hand & Chyba 2007), per PlanetProfile. Exclude from model tests.",,False,
MgSO4,Larionov1984,experimental,24.850000000000023,98.1,0.005,1.210315,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,49.85000000000002,98.1,0.005,1.871639,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,74.85000000000002,98.1,0.005,2.629995,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,99.85000000000002,98.1,0.005,3.459891,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,124.85000000000002,98.1,0.005,4.160865,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; density reuses 373K value (PlanetProfile EOS kluge)",,False,
MgSO4,Larionov1984,experimental,149.85000000000002,98.1,0.005,4.608011,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; density reuses 373K value (PlanetProfile EOS kluge)",,False,
MgSO4,Larionov1984,derived,-0.15,98.1,0.005,0.633449,"DERIVED, NOT MEASURED: 273K column manufactured as 0.525 x 298K value (Hand & Chyba 2007), per PlanetProfile. Exclude from model tests.",,False,
MgSO4,Larionov1984,experimental,24.850000000000023,196.1,0.005,1.203324,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,49.85000000000002,196.1,0.005,1.842479,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,74.85000000000002,196.1,0.005,2.565871,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,99.85000000000002,196.1,0.005,3.367587,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,124.85000000000002,196.1,0.005,4.055341,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; density reuses 373K value (PlanetProfile EOS kluge)",,False,
MgSO4,Larionov1984,experimental,149.85000000000002,196.1,0.005,4.512952,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; density reuses 373K value (PlanetProfile EOS kluge)",,False,
MgSO4,Larionov1984,derived,-0.15,196.1,0.005,0.629728,"DERIVED, NOT MEASURED: 273K column manufactured as 0.525 x 298K value (Hand & Chyba 2007), per PlanetProfile. Exclude from model tests.",,False,
MgSO4,Larionov1984,experimental,24.850000000000023,294.2,0.005,1.17082,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,49.85000000000002,294.2,0.005,1.794404,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,74.85000000000002,294.2,0.005,2.483928,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,99.85000000000002,294.2,0.005,3.258265,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,124.85000000000002,294.2,0.005,3.923184,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; density reuses 373K value (PlanetProfile EOS kluge)",,False,
MgSO4,Larionov1984,experimental,149.85000000000002,294.2,0.005,4.402482,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; density reuses 373K value (PlanetProfile EOS kluge)",,False,
MgSO4,Larionov1984,derived,-0.15,294.2,0.005,0.612657,"DERIVED, NOT MEASURED: 273K column manufactured as 0.525 x 298K value (Hand & Chyba 2007), per PlanetProfile. Exclude from model tests.",,False,
MgSO4,Larionov1984,experimental,24.850000000000023,392.3,0.005,1.124725,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,49.85000000000002,392.3,0.005,1.736927,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,74.85000000000002,392.3,0.005,2.387294,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,99.85000000000002,392.3,0.005,3.139634,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,124.85000000000002,392.3,0.005,3.775259,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; density reuses 373K value (PlanetProfile EOS kluge)",,False,
MgSO4,Larionov1984,experimental,149.85000000000002,392.3,0.005,4.281514,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; density reuses 373K value (PlanetProfile EOS kluge)",,False,
MgSO4,Larionov1984,derived,-0.15,392.3,0.005,0.588538,"DERIVED, NOT MEASURED: 273K column manufactured as 0.525 x 298K value (Hand & Chyba 2007), per PlanetProfile. Exclude from model tests.",,False,
MgSO4,Larionov1984,experimental,24.850000000000023,490.3,0.005,1.069786,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,49.85000000000002,490.3,0.005,1.673926,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,74.85000000000002,490.3,0.005,2.291278,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,99.85000000000002,490.3,0.005,3.013464,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,124.85000000000002,490.3,0.005,3.630583,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; density reuses 373K value (PlanetProfile EOS kluge)",,False,
MgSO4,Larionov1984,experimental,149.85000000000002,490.3,0.005,4.163283,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; density reuses 373K value (PlanetProfile EOS kluge)",,False,
MgSO4,Larionov1984,derived,-0.15,490.3,0.005,0.559735,"DERIVED, NOT MEASURED: 273K column manufactured as 0.525 x 298K value (Hand & Chyba 2007), per PlanetProfile. Exclude from model tests.",,False,
MgSO4,Larionov1984,experimental,24.850000000000023,588.4,0.005,1.010792,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,49.85000000000002,588.4,0.005,1.606763,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,74.85000000000002,588.4,0.005,2.192483,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,99.85000000000002,588.4,0.005,2.890859,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,124.85000000000002,588.4,0.005,3.493165,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; density reuses 373K value (PlanetProfile EOS kluge)",,False,
MgSO4,Larionov1984,experimental,149.85000000000002,588.4,0.005,4.033533,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; density reuses 373K value (PlanetProfile EOS kluge)",,False,
MgSO4,Larionov1984,derived,-0.15,588.4,0.005,0.528869,"DERIVED, NOT MEASURED: 273K column manufactured as 0.525 x 298K value (Hand & Chyba 2007), per PlanetProfile. Exclude from model tests.",,False,
MgSO4,Larionov1984,experimental,24.850000000000023,686.5,0.005,0.951953,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,49.85000000000002,686.5,0.005,1.538812,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,74.85000000000002,686.5,0.005,2.093553,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,99.85000000000002,686.5,0.005,2.767104,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density",,False,
MgSO4,Larionov1984,experimental,124.85000000000002,686.5,0.005,3.352012,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; density reuses 373K value (PlanetProfile EOS kluge)",,False,
MgSO4,Larionov1984,experimental,149.85000000000002,686.5,0.005,3.89636,"Larionov & Kryukov 1984 via PlanetProfile; kappa = Lambda*b/rho (PlanetProfile Eq-1 convention; differs from molarity convention by rho^2, verify vs original for T>=373K); Millero solution density; density reuses 373K value (PlanetProfile EOS kluge)",,False,
